PacketCounter;SchouderLinks_EUL;SchouderLinks_ACC;SchouderLinks_GYR;BovenLinks_ACC;BovenLinks_QUAT;BovenLinks_GYR;OnderLinks_ACC;OnderLinks_EUL;OnderLinks_GYR;Sternum_ACC;Sternum_QUAT;Sternum_GYR;SchouderRechts_ACC;SchouderRechts_QUAT;SchouderRechts_GYR;BovenRechts_ACC;BovenRechts_QUAT;BovenRechts_GYR;OnderRechts_ACC;OnderRechts_QUAT;OnderRechts_GYR
638;156,7490154;9,841180278;4,940048777;9,946675244;0,652590005;1,183185646;9,951504065;185,7656804;2,118978241;1,146874496;1,231905118;1,738482467;10,03006235;0,999342596;3,380183162;9,953702392;0,882868565;1,228295063;9,996107355;0,950714875;2,473235793
639;156,768736;9,85316969;5,174971074;9,982532701;0,652532257;1,234775236;9,924568373;185,7489416;1,701304362;1,171731939;1,231838684;2,671914986;10,0121605;0,999339463;3,93492721;9,875760529;0,882956182;1,480709059;10,02148284;0,950728207;2,854121438
640;156,7973922;9,838286137;5,657588269;9,9581755;0,652548473;1,020682208;9,940352411;185,737623;1,290848262;1,138376257;1,231739916;3,278605432;10,05948526;0,999334241;4,159436347;9,868728168;0,883026186;1,938608317;10,01194032;0,950743487;2,660382666
641;156,8224336;9,837525429;5,934454005;9,953834795;0,652544149;1,181133404;9,993294125;185,7288687;1,37854531;1,120125979;1,231638531;3,30908929;10,08984752;0,999329874;4,201455099;9,872515909;0,883107543;1,974887518;9,986921448;0,950750166;2,304054976
642;156,841536;9,83961819;5,898980638;9,938481425;0,652593038;1,595040326;9,997839517;185,7233079;1,765112985;1,162749523;1,231558174;2,966351487;10,10136902;0,999326696;4,103959128;9,916010217;0,883158092;1,807495005;9,975918682;0,950759365;2,265962917
643;156,8510361;9,820309652;5,777898239;9,934765383;0,65264166;1,703193877;9,984686139;185,7186332;2,460904324;1,214124113;1,231497082;2,655864802;10,12064991;0,999325335;3,991573725;9,9385056;0,883223859;1,755397719;9,989151017;0,950765847;2,261890863
644;156,8620071;9,827931187;5,838386901;9,954427673;0,65265848;1,950179547;9,929504828;185,7135265;2,971773126;1,231495819;1,23145289;2,332570462;10,13039021;0,999324081;4,116411778;9,952654149;0,88332583;1,691121163;10,00782531;0,950768521;2,367908638
645;156,8829209;9,871475774;5,874872364;9,955576113;0,652661857;2,289876977;9,940607573;185,7087803;2,860466572;1,225223425;1,231415685;2,245602652;10,14054403;0,99932164;4,075088734;9,906272156;0,88343255;1,839629214;10,01898365;0,950775275;2,533060142
646;156,8993983;9,898290221;5,978665814;9,997685907;0,652711293;2,203024791;9,967805018;185,7060518;2,691464549;1,279114334;1,231347903;2,804716499;10,16107715;0,999320844;3,707665013;9,917599821;0,883518458;1,720831212;9,994681296;0,950783274;2,595988018
647;156,9149373;9,950866597;5,904718692;10,02844874;0,652790434;1,983716988;9,993749642;185,7077265;2,141984521;1,297476148;1,231249776;3,416951716;10,14416354;0,999320862;3,388052045;9,940745334;0,883618371;1,57701663;9,962198123;0,950790506;2,443993153
648;156,928572;9,974504943;5,674006843;10,08563763;0,652838835;2,044499876;10,03279473;185,7083006;1,695749848;1,370017148;1,231193644;2,927278592;10,1488207;0,99932112;3,187389823;9,91650588;0,883687707;1,256810092;9,978207937;0,950801203;2,573110796
649;156,9362983;9,95949557;5,247610359;10,13297799;0,652866861;2,058472924;10,02647659;185,7076748;1,618856623;1,367470595;1,231159743;2,45960678;10,1391128;0,999320819;3,425486588;9,930086958;0,883744217;1,267474871;9,991217262;0,950810816;2,689432401
650;156,9365353;9,911332453;4,856445302;10,1087462;0,652854219;2,285146013;10,00488754;185,7119999;1,637631969;1,364149825;1,231149179;2,044214914;10,15686067;0,999321789;3,441684237;9,910468533;0,883786498;1,383747011;9,997168903;0,950816629;2,883613279
651;156,9347334;9,851831047;4,634825772;10,06996829;0,652813642;2,564490046;9,981130344;185,7149817;1,692430699;1,466361434;1,231140497;1,84894065;10,15599474;0,999323241;3,368616605;9,943751333;0,88383185;1,57440353;10,00756385;0,950818459;2,724469487
652;156,9237451;9,828082274;4,855019573;9,983784767;0,652746804;2,807336539;9,947452834;185,7177705;1,554955647;1,589273078;1,231120568;1,9511531;10,14097297;0,99932648;2,957413539;9,964407237;0,88386355;1,62518445;9,962859401;0,950828827;3,171256904
653;156,9163381;9,866179873;5,22796102;9,950156136;0,652719651;3,215308044;9,946386451;185,7226452;1,383422888;1,708971089;1,231089186;2,074098623;10,11692173;0,999331459;2,777041049;9,952439489;0,883883803;1,329136341;9,992162673;0,950844591;3,516831116
654;156,9029178;9,91434257;5,287776967;9,984025384;0,652722949;3,586960775;9,963657744;185,7300808;1,231812238;1,865430652;1,231033193;2,580146341;10,11065174;0,999337287;2,581450403;9,947189835;0,883892107;1,109008502;9,990583777;0,950853719;3,299441386
655;156,8863026;9,93236587;5,173484602;10,0266014;0,652747776;3,653863353;9,992964061;185,7377692;1,250185375;1,995165098;1,230980609;2,635967561;10,10396362;0,999343575;2,775131901;9,900661982;0,883913396;1,018889405;9,99249698;0,950865412;3,225032723
656;156,8659682;9,909373818;4,986315589;10,06508993;0,652764975;3,555199621;10,01057166;185,7454996;1,715193305;2,011863675;1,23094114;2,447222171;10,12819245;0,999350291;2,72772735;9,899285353;0,883932462;1,039124896;9,999735523;0,950870861;3,19061896
657;156,8386952;9,896085291;4,990833304;10,07283401;0,652776971;3,405936915;9,981551857;185,7531259;1,861979563;2,148151914;1,230912591;2,213729344;10,12164405;0,999357596;2,611429341;9,918999222;0,883950793;1,353735285;10,0103436;0,950881049;3,253690565
658;156,8132293;9,897825628;5,165372389;10,03734917;0,652766408;3,322846617;9,960117035;185,7613546;1,841726513;2,229787561;1,230886229;2,199694956;10,07688138;0,999366113;2,767227166;9,923573606;0,883968341;1,675012041;9,994188189;0,950891944;3,231060723
659;156,7861368;9,87107092;5,311922919;10,01862192;0,652752961;3,313545779;9,987421756;185,7704478;1,857646531;2,336560234;1,230857118;2,288543052;10,03979894;0,999373475;3,101116076;9,904982121;0,883960069;1,699554041;9,989276043;0,950897775;3,102781739
660;156,7635084;9,852024826;5,424529064;10,01643909;0,652727336;3,192818486;9,987192589;185,7767411;1,857971901;2,445671924;1,230798391;2,722527424;10,01103193;0,999380044;3,59220144;9,879854566;0,883977266;1,46026715;9,959270727;0,950898816;3,335482702
661;156,7443401;9,906740314;5,312305789;10,006181;0,652721895;2,805962528;9,992812268;185,7786826;2,004163837;2,347624586;1,230741902;2,591414404;10,06743523;0,999385811;3,265628955;9,878293068;0,884009348;1,117646031;10,00288958;0,950899529;3,6005421
662;156,7340424;9,874349484;4,768231349;10,02197599;0,652712413;2,199001157;9,984304388;185,7770919;2,194184172;2,0497542;1,230725769;1,810347457;10,07428011;0,999389062;2,756470168;9,900397219;0,884071441;1,43709822;10,00782808;0,950903211;3,690171731
663;156,7435839;9,811469186;4,158925348;10,03141876;0,652698753;1,557109142;9,983989072;185,7716429;2,364272287;1,680559801;1,230769729;0,799529492;10,08968109;0,999387672;3,399226519;9,921513447;0,884164322;2,009099054;10,05468432;0,950911051;3,138379778
664;156,7652035;9,746551149;4,5611078;9,97267229;0,652679473;1,160079737;9,961243462;185,7646193;2,466839918;1,34384769;1,230887107;0,993735977;10,10312386;0,999380723;4,685689889;9,910273003;0,88430769;2,682029221;10,07016189;0,950929674;2,687315882
665;156,7913865;9,706102221;5,475581142;9,854740816;0,652703646;1,47740657;9,886873162;185,7555416;2,332632045;1,170049701;1,230980963;0,653370158;10,15513541;0,999370856;5,110614401;9,885697223;0,884429163;2,577570133;10,03251246;0,950953884;2,850420493
666;156,8139387;9,788343216;6,416145078;9,776054647;0,652736855;1,786491071;9,84584338;185,7478761;1,376605336;1,127423013;1,230992673;1,517277975;10,1196779;0,999366429;3,826756694;9,948418603;0,884486934;1,529744165;9,964107572;0,950976787;3,181361269
667;156,8321902;9,907743374;6,511334367;9,872232858;0,652819192;2,599797259;9,918472469;185,7394522;0,765979917;1,286927571;1,230974881;2,234911612;10,1402569;0,999369585;2,123413111;9,997900633;0,884464548;0,723350741;9,908208698;0,95099331;2,60811199
668;156,8456169;9,943030911;5,904329222;10,02821788;0,65292777;3,193858064;10,00572164;185,7313328;1,089207121;1,415391307;1,23094644;2,678765162;10,09183209;0,999377218;1,987889205;10,00258315;0,884398787;1,224539681;9,903480543;0,950991433;2,168514058
669;156,8466226;9,978223354;5,294201458;10,11750107;0,653035865;3,022525151;10,05571714;185,7233465;1,182283388;1,382637002;1,230918175;2,673946624;10,02050992;0,999382735;2,300386201;9,924113285;0,884339382;1,268177864;9,975045421;0,950991249;3,685262512
670;156,8499592;9,981695968;4,85740469;10,14940037;0,653096839;2,807141834;10,08043367;185,7176292;1,018383182;1,331666514;1,23092731;1,880512614;10,03293483;0,999385259;2,865410108;9,831611111;0,884284867;0,949324064;10,00118671;0,951011952;4,883782497
671;156,8350177;9,937059921;4,59090647;10,11946001;0,653156124;2,619799798;10,01435345;185,7158538;1,292861924;1,412788478;1,230972837;0,985678149;10,13252162;0,999386099;3,569146052;9,82384861;0,884249275;1,561336709;9,990037451;0,951035516;4,699296871
672;156,8119968;9,87653271;4,739853047;10,06964214;0,653184822;2,585699478;10,00656806;185,7140893;1,347906814;1,74892192;1,231029882;0,661440983;10,1723239;0,999388142;3,614279408;9,894668305;0,884225428;2,231596583;10,0230501;0,951051061;3,80835402
673;156,7945711;9,82741588;5,173648058;10,02523257;0,653193163;2,763449979;9,9844725;185,7090625;1,315530306;2,341177057;1,231055404;1,026385225;10,17604938;0,99939197;3,208718803;9,982579358;0,884219947;2,107786824;10,01398115;0,951061628;2,892212014
674;156,7595557;9,830229399;5,916249739;9,967948676;0,653141001;3,199025507;9,929788856;185,7014422;1,536551723;2,703384716;1,23105103;1,544801772;10,13581827;0,999397645;2,953658049;10,00058216;0,884245768;1,132510853;10,0393155;0,951063685;2,418540787
675;156,7299266;9,886181524;6,299969535;9,964110787;0,653098019;3,385117256;9,948684963;185,692424;1,478427623;2,719421815;1,231014839;2,266394025;10,06329285;0,999403052;3,209584994;9,956520495;0,884293382;0,630213566;10,04542439;0,951060573;2,418248109
676;156,712302;9,896657005;5,371587149;10,02005063;0,653102677;3,131349053;9,965428046;185,685283;1,582854812;2,497723486;1,23098132;2,461322554;10,09835072;0,99940479;3,364439936;9,879022272;0,884349668;0,757867887;9,981097661;0,951067355;2,522659563
677;156,7194457;9,906894846;4,445996717;10,04243597;0,653128895;2,516525535;9,987743381;185,6764985;1,82353179;1,976141349;1,230973534;2,222938508;10,0564614;0,999405858;3,290009463;9,863880935;0,884415029;0,998481582;9,974281229;0,951086606;2,687711037
678;156,7405702;9,904722619;4,484028297;10,05755154;0,653133448;1,854525454;9,986526027;185,663652;2,004379931;1,547124753;1,230971949;2,002340518;10,04945217;0,999405158;3,183080847;9,89361601;0,884444977;1,641610891;9,972696447;0,951117637;2,952047351
679;156,7572853;9,903454614;4,4337768;10,06310786;0,653137814;1,534033204;9,984267132;185,6559015;2,119752349;1,318614664;1,230988944;1,543585602;10,05466068;0,999403805;3,711628746;9,892969775;0,884477394;2,062540384;9,981829483;0,951148517;2,963091051
680;156,772454;9,858788105;4,214620381;10,06955997;0,653134307;1,49935559;10,01312118;185,6482762;2,499112729;1,193296004;1,231060156;0,608299912;10,05310166;0,999401479;4,038275601;9,882899131;0,884523222;2,139010846;9,996529335;0,95116265;2,591715902
681;156,7940138;9,817572672;4,397576825;10,01123621;0,653105241;1,548820621;10,01997883;185,6391468;2,63166402;1,136020684;1,231193621;1,208652274;10,10803629;0,999401912;3,856304376;9,891058286;0,884578723;2,116532618;9,976540651;0,951173018;2,423279033
682;156,8208854;9,821680298;4,614448053;9,960463627;0,653010539;1,777218928;9,950308347;185,6302108;2,279636308;1,172562037;1,231335837;1,57091353;10,15098051;0,999400397;3,610933598;9,937193756;0,884638513;1,991901782;10,00779955;0,951189995;2,604172376
683;156,8327862;9,801431149;4,580842014;9,967353408;0,652945426;1,986420969;9,970009737;185,6216766;2,03681844;1,234060022;1,231462406;1,264005712;10,18415878;0,999398597;3,660610841;9,936955019;0,884718144;1,808170897;9,999121399;0,951207892;2,74227576
684;156,8313105;9,824339204;4,828770838;9,963521131;0,652905798;2,372243866;9,962476489;185,6197315;1,737358834;1,280465815;1,231544061;0,608216222;10,11234398;0,999398322;3,794883304;9,925657374;0,884775518;1,803255692;9,980943745;0,951226108;2,791588474
685;156,8218367;9,826338876;5,45281053;9,950620944;0,652895734;3,164033222;9,964208771;185,6249704;1,549753356;1,369368568;1,231578987;1,003219158;10,04673685;0,999400979;4,093082858;9,906068919;0,884815713;1,672595459;9,974427947;0,951244143;2,718704305
686;156,8091225;9,864363033;5,773393189;9,947185006;0,65286611;3,771979164;9,981936964;185,6367955;1,354848687;1,501550952;1,231567506;1,882244768;10,06187939;0,999404811;3,773246541;9,88186288;0,884828209;1,211209471;9,961796352;0,951245555;2,565784902
687;156,7900318;9,891835311;5,557517682;9,953119739;0,652873235;4,115717532;9,993271869;185,650911;1,538731426;1,766968851;1,231509708;2,785693315;10,08327598;0,999408256;3,200705869;9,909363752;0,884834393;0,801402431;9,945831842;0,951234499;3,010796009
688;156,7870216;9,906887023;5,179430721;10,04001303;0,652870585;4,10618241;10,01524134;185,661779;2,091119555;2,109865168;1,231416301;3,368307408;10,08847777;0,999411031;3,04193182;9,943121296;0,884840495;1,20097482;9,977585616;0,951227356;3,971247359
689;156,7906427;9,921697491;4,771842374;10,08707198;0,652893031;3,453355888;10,01732098;185,671845;2,316815159;2,381220426;1,231396513;2,060745481;10,07455408;0,999412502;3,237984104;9,899220928;0,884856912;1,719480022;10,0306008;0,951226393;4,496276052
690;156,788904;9,914319911;4,728509314;10,05448867;0,652877342;2,771565943;9,989006361;185,6816575;2,544754487;2,560471063;1,231417193;1,196250676;10,11040906;0,999413418;3,640271898;9,875132962;0,884891832;2,135608437;10,02092963;0,951229505;4,311375536
691;156,772454;9,867331175;5,140347203;10,01722081;0,652844678;2,869027909;9,921066011;185,6955605;2,169808894;2,390126586;1,231419289;1,468949398;10,1072245;0,999415281;3,668176694;9,904555927;0,884903172;2,063852182;9,974025973;0,951240763;4,13562412
692;156,7523456;9,903040245;5,35399375;10,0086357;0,652793048;3,633468845;10,05546706;185,7111443;1,514526436;2,074901782;1,231436304;1,180688998;10,04674489;0,999419901;3,489727223;9,937077235;0,88491865;1,564133687;9,999537401;0,951242299;3,622732466
693;156,7429117;9,98274798;4,560193234;10,07085789;0,652739643;3,928992842;10,07445312;185,7217379;1,323738298;1,729596165;1,231477047;0,876412146;10,06057407;0,999424767;3,457758607;9,930546781;0,884948611;1,090105095;9,991128278;0,951228907;3,36139291
694;156,7487452;9,993577934;3,76709717;10,17185168;0,652657235;2,696391907;10,03689621;185,7192673;2,772111096;1,662521103;1,231471088;1,522089645;10,09811034;0,999427998;3,528841491;9,873493041;0,885016744;1,039229808;10,001846;0,951208542;3,418360089
695;156,7620515;9,939013767;3,543497882;10,1976402;0,652537657;1,128307857;10,054615;185,7023532;4,58710379;1,547714029;1,231420366;2,26803019;10,11694624;0,999429069;3,772817782;9,894560387;0,885109439;2,006195931;9,990253667;0,951186644;3,733877375
696;156,7734309;9,864886496;3,224263076;10,10894275;0,652452142;2,085918956;10,01057241;185,6796437;5,108021472;1,452124197;1,231389482;1,911117981;10,13280001;0,99942778;4,194640265;9,918782172;0,885174027;2,869046021;9,999543708;0,951175008;3,948975799
697;156,7657327;9,828134771;3,175830694;9,999267055;0,652318512;2,475908276;10,07083829;185,6568076;4,799078017;1,424029186;1,231397748;1,506151934;10,09082033;0,999426844;4,333035286;9,955375382;0,885237461;3,01332545;10,02039939;0,951174433;3,855088033
698;156,7570074;9,810639833;3,4031192;9,92124537;0,652194972;2,647341886;9,940147582;185,6633743;4,245287444;1,430762022;1,23141976;1,416832192;10,07127155;0,999429344;4,14496944;9,944543193;0,885298504;2,263265117;10,05660791;0,951140639;2,513563342
699;156,7424292;9,783132689;3,575600135;9,896815349;0,652049217;3,462456419;9,777978563;185,7090556;4,324240227;1,470795768;1,231431228;1,471891711;10,08887764;0,999433652;3,725213355;9,880188986;0,885377259;1,482861758;9,976783969;0,951079482;1,96693855
700;156,7249949;9,750268047;3,952734846;9,879007569;0,6519019;3,831416112;9,919194494;185,7626074;3,884766658;1,60057928;1,231378717;2,282757616;10,11647811;0,999437092;3,674868529;9,885758063;0,885443945;1,284976766;9,90950107;0,951059532;2,738173308
701;156,7168016;9,784150019;4,118355805;9,89739854;0,651758135;3,855424527;10,38802269;185,7459306;3,847099131;1,641023387;1,231299459;2,716338501;10,1563386;0,999439625;3,32067051;9,939409582;0,885475021;2,15037394;10,0010645;0,951080537;5,361584279
702;156,7162356;9,829141706;4,279118177;9,945189789;0,65162747;3,701834818;10,92468483;185,6313407;14,01341199;1,670775187;1,231285555;1,689364171;10,17830127;0,999441389;3,066144914;9,980089538;0,885497033;2,488835209;10,06663617;0,951067423;5,074877045
703;156,7291442;9,822429697;4,717686093;9,983151222;0,651637479;3,686629697;10,43541692;185,4925472;28,44306983;1,818195995;1,231306571;1,143943187;10,14486027;0,999444234;2,663429157;9,984544965;0,885506216;0,979277153;9,973489523;0,951047311;3,3104302
704;156,750199;9,766647542;5,310131123;9,872375644;0,651863634;4,526910315;9,798660583;185,3865137;40,20354649;1,994845547;1,231338382;0,955930459;10,06623626;0,999446349;3,035984422;9,901893451;0,885485651;0,811992845;10,00542364;0,95107155;3,915565723
705;156,7599496;9,749800081;6,585396968;9,732450661;0,652323732;5,371924491;9,455434259;185,313646;39,98916865;2,149531362;1,23138246;0,950569976;10,11083227;0,999445668;3,533335874;9,880167963;0,885413161;2,166665322;10,09924802;0,951188848;6,175241315
706;156,74993;9,773067382;7,734090016;9,783346617;0,652826911;5,659191781;9,357858423;185,2886264;29,48015531;2,261472117;1,231389601;1,715047343;10,12621588;0,999442986;3,647206961;9,968178761;0,885325484;3,991842823;9,95435744;0,95138201;6,951467246
707;156,7175671;9,840056624;8,719790809;9,891520371;0,653218048;6,082799663;9,350151606;185,3353712;10,67709221;2,34528505;1,231343518;2,934282;10,14896762;0,999444298;2,898030943;9,938808283;0,885240796;4,405041189;10,04293394;0,951646273;10,71058391
708;156,6719867;9,906539402;9,274828198;9,993454019;0,653458647;8,117497907;9,559203084;185,4263735;7,948480995;2,390005386;1,231273946;3,531974205;10,09823162;0,99944737;2,677001814;9,933787108;0,885180726;1,641933622;9,94921411;0,951848763;8,194999688
709;156,6181283;9,924196163;9,182098635;10,0960716;0,653458167;10,78315808;9,756530642;185,5517882;13,04410928;2,354134992;1,231212987;3,690615201;10,05468495;0,999451314;2,678143104;9,980334369;0,885140038;1,987258863;10,12762935;0,951859823;2,169537131
710;156,5707087;9,967598174;8,421147392;10,13304692;0,653300282;11,60895383;9,985159309;185,6628913;16,24779263;2,202181956;1,231172303;3,381165293;10,06090935;0,99945708;2,88233298;9,886017927;0,885150768;2,712257548;10,02210101;0,951799146;4,596553536
711;156,5373757;9,995298823;6,714204328;10,16827318;0,65314189;9,344996361;10,11765402;185,7734489;15,00076753;2,120612217;1,231169398;2,603475943;10,06969839;0,999461474;3,141819877;9,882605197;0,885093928;1,843041203;9,908976375;0,951750859;4,49350498
712;156,5275903;9,938154379;5,40732224;10,1542627;0,653120154;5,771147458;10,08577309;185,9185111;15,61875424;1,965160981;1,23120342;2,00755526;10,11227957;0,99946225;3,364407587;9,904000022;0,885015387;1,329048309;9,905709257;0,951769656;2,607455037
713;156,5244548;9,914473812;5,210720478;10,08452913;0,653207505;4,120682441;9,809845032;186,1311942;22,91819022;1,972859391;1,231241272;1,629245659;10,13161563;0,999463101;3,009563409;9,91778607;0,884931543;1,882560136;10,06053873;0,951814809;3,558288502
714;156,5222275;9,903372462;5,587928385;10,02997148;0,653367484;4,491644452;9,55210334;186,3803479;34,35299594;1,714597412;1,231309466;0,843678782;10,10152623;0,999464241;2,855738092;9,941607893;0,88487997;1,162831427;10,1380599;0,951813386;2,626842173
715;156,5161715;9,926794967;5,764838187;10,03558896;0,653515478;5,264539488;10,01844151;186,564479;38,92052251;1,589214428;1,231384888;0,77336305;10,05838727;0,999465313;3,030286916;9,928172085;0,884830313;1,785652635;10,08504396;0,951744038;4,567648757
716;156,5118802;9,933007775;5,551194405;10,05904186;0,653552915;5,746086037;10,5835347;186,6856954;29,69894037;1,428501306;1,231456699;0,792609695;10,04570008;0,999464675;3,527075462;9,867687381;0,884845507;1,491427233;10,01764133;0,95163387;7,148520811
717;156,5140901;9,940692273;5,045177762;10,06476117;0,653536264;5,560630967;10,48541494;186,8052871;18,82482811;1,308629459;1,23149092;1,295351107;10,06709076;0,999462493;4,12951417;9,846577751;0,884859446;1,161149613;9,984484755;0,951509908;8,017185386
718;156,5330863;9,936093454;4,857677374;10,03327593;0,653581351;4,303241428;10,34648042;186,8840737;9,92311019;1,201892603;1,231514518;1,302533;10,07591671;0,999459328;4,210241169;9,866485204;0,884870159;0,78414132;10,03982932;0,951369569;8,598506248
719;156,5611561;9,992320692;4,894405849;9,960714675;0,653818037;3,686656695;10,03050153;186,9506484;5,263965833;1,197464398;1,231533652;1,291719558;10,14700613;0,999456377;3,864142497;9,957012169;0,88488939;1,034310057;10,08065434;0,951139477;12,36921045
720;156,5816551;9,955818321;4,83522919;9,97508969;0,654243884;5,118456348;9,850757542;186,9918326;2,793420635;1,254693788;1,231542548;1,400602861;10,14033042;0,999455197;3,230099287;9,922815728;0,884923119;1,391843023;10,04785872;0,950807128;16,46873827
721;156,6063769;9,820712315;4,879603725;10,02804241;0,654847214;6,692065946;10,30520701;186,9824907;7,305371619;1,362046603;1,231574364;0,98690202;10,07333419;0,999453804;3,544420366;9,883830576;0,884924209;1,12657251;9,753611912;0,950534751;12,91007603
722;156,6353758;9,797004011;5,238716026;10,00488411;0,655487923;7,415607248;10,06640823;187,0366159;7,573364774;1,599209813;1,231680293;0,918041973;10,08427359;0,999449562;3,914863529;9,956361772;0,884904967;1,170506439;9,639278733;0,950546053;3,137691911
723;156,6552791;9,758751752;5,497711513;9,967138297;0,65609737;7,33928693;9,280691607;187,1601971;7,467917034;1,525686896;1,231755046;0,632838392;10,15409011;0,99944459;3,727150599;9,956112988;0,884834052;3,653413661;10,10669834;0,95067508;6,591735601
724;156,6601409;9,758636861;5,674240999;10,00646681;0,656614044;6,581053625;9,82338645;187,2133477;8,848592893;1,328913722;1,231737633;1,810620318;10,1028442;0,999441099;3,394860567;9,894967713;0,884842918;2,219679969;10,12697759;0,950735226;5,878602547
725;156,6569434;9,825192288;5,111319936;10,09023237;0,656833848;3,802600861;10,55048579;187,1641458;4,366777405;1,249680255;1,231686111;2,438971021;10,09567949;0,999440521;3,282315263;9,88480149;0,8848796;0,462768742;9,951491025;0,950706578;2,43497325
726;156,6555444;9,885679915;4,49604032;10,14913654;0,656734113;0,522014031;10,62786798;187,0117947;12,62217599;1,290452316;1,23161228;3,055968256;10,13269867;0,999440679;3,55379643;9,915116158;0,884912846;0,919225665;9,93873666;0,950650214;2,967744068
727;156,6633046;9,877049853;4,245221401;10,09182027;0,656580669;2,470308672;10,45626815;186,7383733;25,56629595;1,527632219;1,231477579;4,401093455;10,12286439;0,999438487;3,476315016;9,924217525;0,88493331;1,553500956;9,900418892;0,950648808;2,458760552
728;156,6799875;9,86827198;4,236052693;10,01519211;0,656589495;5,657594357;10,43476712;186,3554893;37,83668882;1,693352503;1,23134887;4,386067126;10,15033467;0,999436062;3,538614656;9,911922375;0,884906502;2,864649863;9,932282636;0,950689924;5,207234271
729;156,70562;9,815551445;4,709504151;9,927966932;0,656747558;7,256193872;10,29381491;185,9957993;44,86879715;1,781203759;1,231301549;2,834290962;10,13319909;0,999435761;3,415887247;9,882187265;0,884858032;2,716815743;9,965098034;0,950757005;7,496532723
730;156,7297174;9,701658564;5,496972587;9,829711991;0,657028489;7,159686897;9,825630251;185,6918908;46,41398508;1,780356842;1,231275992;2,351682764;10,15048123;0,999436816;3,512433312;9,890082801;0,884801696;2,615593469;9,979449365;0,950819761;9,676349883
731;156,7317519;9,628608726;6,984486216;9,706733297;0,657369586;5,690732435;9,566859413;185,4770818;42,13428235;1,952216126;1,23121191;2,993254991;10,18551232;0,999436568;3,709779099;9,950937031;0,884739496;3,107528567;9,922158565;0,950879038;10,20027009
732;156,7111426;9,72310819;9,176937395;9,671786695;0,657631931;4,083445978;9,650619703;185,2734987;31,51543195;2,304113096;1,231109139;3,792158691;10,16856217;0,999435684;3,475440003;10,0174743;0,884679761;3,097526294;10,00987221;0,950939725;8,843470294
733;156,6785449;9,918153276;10,57279515;9,814417245;0,657721833;5,154812334;10,14744266;184,9894722;30,09260291;2,606535169;1,23097908;4,684733603;10,09637456;0,999434999;3,22668747;9,978476519;0,884644735;2,49541272;10,03332411;0,951034705;8,471350133
734;156,6538398;10,08310973;10,20678328;10,01642766;0,657766981;6,168730632;10,26571006;184,6944259;36,54770423;2,754178592;1,230856694;5,403963457;10,04941127;0,999433396;3,389052934;9,885260281;0,884594315;2,291150499;9,992687802;0,951188585;8,776420302
735;156,6406803;10,10000184;8,539376556;10,19705225;0,657846828;5,907880064;9,916856736;184,4404233;40,28979853;2,811597627;1,230780446;5,356511753;9,996483521;0,999429529;3,795562633;9,854765727;0,884524745;2,514052852;10,01217175;0,951386989;10,92999366
736;156,6483194;10,02210964;6,78931747;10,26763981;0,657988095;5,425829612;9,914242649;184,1982968;35,99763609;2,559173045;1,230737305;4,943938748;9,990139606;0,999424104;4,317258668;9,822633165;0,884437168;3,525671174;10,00003668;0,951582141;11,98894883
737;156,6757183;9,968095098;6,322933815;10,20532005;0,658217875;4,773291374;9,779075615;184,0594145;30,26853553;2,104435728;1,230690509;4,288143632;10,00443768;0,999418331;4,304782061;9,867211548;0,884393557;3,945968043;9,947609556;0,951765544;12,31019347
738;156,7171783;9,930979075;5,9270659;10,12165242;0,658464855;4,198856611;9,615382119;183,9815084;17,96281612;1,543324229;1,23057478;4,445913845;10,05217175;0,999415523;3,952411099;9,855424388;0,884361499;3,768225713;9,961255832;0,951946342;13,1778517
739;156,7364462;9,970658919;5,180003984;10,10117359;0,65860986;2,703880888;9,957492156;183,9107104;9,899303718;1,249452435;1,230429839;4,454147952;10,11338402;0,999413195;3,68682896;9,907262496;0,884336811;2,951376797;9,997167147;0,952075589;12,48607731
740;156,7549838;9,901954402;4,683930944;10,08652672;0,658600137;2,359104593;10,09380242;183,8643559;7,587485313;1,109140124;1,230329513;3,275515384;10,12806735;0,999412446;3,60878467;9,93707025;0,88431571;2,514531861;10,08605243;0,952137602;10,7851188
741;156,7749118;9,769708502;4,744750886;10,00003357;0,658620255;3,71182004;10,01439785;183,8191921;7,019468929;1,142007999;1,230310538;1,740931448;10,16228544;0,999413879;3,704625642;9,9227483;0,88433373;2,630434474;10,0701667;0,952182751;9,330476202
742;156,8035086;9,776670646;5,413301709;9,883293395;0,658743955;3,659530806;9,911327372;183,8110296;4,961440807;1,166180947;1,230340245;1,245931145;10,17661495;0,999413058;3,567713945;9,960301718;0,884352177;2,791772915;10,0458109;0,952234759;8,396436778
743;156,8221227;9,82519878;5,767141461;9,834815308;0,658943161;3,675579116;9,71607321;183,8533619;4,445368363;1,125021579;1,230362582;1,224568921;10,14819733;0,999409734;4,041594808;9,916856187;0,884380518;2,194960244;10,04280851;0,952290106;7,061576835
744;156,8319345;9,819666166;5,810757517;9,889530484;0,65923367;4,152619661;9,827587776;183,9315158;5,480751629;1,149512789;1,230364084;1,369267156;10,0932031;0,99940588;4,391351337;9,9089402;0,884417995;1,634312933;9,964467094;0,952357118;6,578781873
