PacketCounter;SchouderLinks_EUL;SchouderLinks_ACC;SchouderLinks_GYR;BovenLinks_ACC;BovenLinks_QUAT;BovenLinks_GYR;OnderLinks_ACC;OnderLinks_EUL;OnderLinks_GYR;Sternum_ACC;Sternum_QUAT;Sternum_GYR;SchouderRechts_ACC;SchouderRechts_QUAT;SchouderRechts_GYR;BovenRechts_ACC;BovenRechts_QUAT;BovenRechts_GYR;OnderRechts_ACC;OnderRechts_QUAT;OnderRechts_GYR
1708;156,8393975;9,905316391;3,812891443;10,0495722;0,674108518;5,481115081;9,930661717;186,4248452;4,212993913;0,863564212;1,22033016;2,628089772;10,11853974;0,999185863;6,685582451;9,985310099;0,879374556;4,495853359;9,992581247;0,960705472;2,23339761
1709;156,8603575;9,929182664;3,004272697;10,05485626;0,674048125;5,468527279;9,963963905;186,4237107;4,565238834;0,975684238;1,220534251;2,760547966;10,10724278;0,999194945;6,937776561;9,972022727;0,879490318;3,786664535;10,00317276;0,960718044;2,610343512
1710;156,8694795;9,933269338;2,370416242;10,10189542;0,673985205;6,307226314;10,01225338;186,421156;4,724098841;1,41003716;1,220753815;3,034148576;10,08206784;0,999204109;7,353045938;9,887538548;0,879608087;3,458868981;9,991272293;0,960746189;2,776387923
1711;156,8689705;9,923026939;2,026336851;10,08509282;0,67394642;6,877358512;10,04770908;186,4203048;4,855289463;1,864330798;1,220997861;3,455115282;10,09590213;0,999212378;7,928787243;9,855788355;0,879706859;3,622987414;10,01565846;0,96076497;2,751137075
1712;156,8668176;9,912321464;1,947635148;10,06298768;0,673931106;7,445237341;10,05147045;186,4171825;5,286049203;2,198447713;1,221254028;3,798901455;10,11984727;0,999221548;8,628537836;9,868512025;0,879779457;3,942772506;9,984441616;0,960778679;2,4983691
1713;156,8499455;9,882807369;1,838983645;10,06069296;0,673910675;8,032116647;10,08516163;186,4122561;6,056917148;2,604036729;1,221553848;4,826377654;10,09870124;0,999233909;9,151579934;9,894332308;0,879849612;4,10475562;10,00041672;0,960784524;2,461660121
1714;156,8027388;9,900246411;3,050148554;10,0102462;0,673929523;8,708779379;10,06408905;186,4079667;6,74576684;2,833176696;1,221909462;6,13364385;10,08007276;0,999251104;8,728566224;9,92889408;0,87992317;3,708708885;9,997410413;0,960794861;2,360145414
1715;156,7334693;9,91544218;4,340735386;9,989759406;0,673916433;9,276699507;9,967196338;186,4106526;7,297254959;3,068746893;1,222350732;7,745719546;10,08880964;0,999272438;7,764414288;9,953107462;0,87997399;2,960206257;9,967918395;0,960792257;2,170423328
1716;156,6723765;9,876409083;3,530854461;10,02782752;0,673850882;9,705079103;9,732294152;186,4252486;6,810358747;3,114020361;1,222864025;9,066354515;10,0579331;0,999296285;7,217926392;9,943264373;0,880026942;2,483136217;9,968879345;0,960791524;2,237281634
1717;156,6337257;9,902970523;1,26706911;10,06792732;0,673747253;9,700540759;9,959718241;186,4237781;5,818700968;3,201713682;1,223429747;10,19392679;10,03670221;0,999318766;6,833547054;9,891620443;0,880131396;2,673323861;9,987852872;0,96079193;2,896017343
1718;156,6080513;9,847907429;0,63032517;10,07030715;0,673625707;8,90928432;10,05570837;186,4246899;5,753708463;3,090683461;1,223991877;10,49657204;10,04676343;0,999336784;6,854344629;9,868393748;0,880213331;2,965041114;9,964605496;0,960801896;3,332206819
1719;156,583108;9,770240224;1,240003176;10,03317258;0,673511247;8,42012506;9,995512849;186,4245437;6,37748729;3,087565455;1,224519296;10,09636483;10,01083398;0,999350537;7,285620656;9,839487608;0,880322977;3,311061743;10,0362105;0,960803542;3,225241264
1720;156,5479566;9,765031591;1,405880097;9,947640726;0,673411;8,693055335;9,981618431;186,4216991;6,430689388;3,092449923;1,225048964;10,24613567;10,00781815;0,999361943;7,312707978;9,834375755;0,88048747;3,710261589;10,00714298;0,960810207;2,537310019
1721;156,5025731;9,804059852;2,120357823;9,889774538;0,673334248;9,212994513;9,94829023;186,4150436;6,477381029;2,603320658;1,225632015;11,20459482;10,10083592;0,999370124;6,783300215;9,866134679;0,880617137;3,936775505;10,02923439;0,960801626;2,012566944
1722;156,4500114;9,832290697;2,850629161;9,890169533;0,673279105;9,251309586;9,94497844;186,4058982;5,90557632;2,470145616;1,22626238;11,92200231;10,13507929;0,999374254;6,328868692;9,914691023;0,88082615;4,397921686;10,02935617;0,96079888;2,307194139
1723;156,3993064;9,947789426;2,888605793;9,966867914;0,673186771;9,260886941;9,974546017;186,3978152;5,490444764;2,347646279;1,226904788;11,97166028;10,03358472;0,999377095;6,239970536;9,925623635;0,881059569;4,89155299;10,00376489;0,960785184;2,671936831
1724;156,3495454;9,957227265;2,224587825;10,04785608;0,673004774;9,40117085;9,963990187;186,3881244;5,54431533;2,192652827;1,227584515;12,5394258;10,00528285;0,999379941;6,647739331;9,91618072;0,881274037;5,460562417;9,972881357;0,960781549;2,816556149
1725;156,3054348;9,918335084;1,974047811;10,14780498;0,672739302;8,910833848;10,0353244;186,3738039;5,977546353;2,502292839;1,228241159;11,90757927;10,16100546;0,999385824;6,63731883;9,865783841;0,881517416;5,459628598;9,989413195;0,960774226;2,864911792
1726;156,2639794;9,840794993;2,073931857;10,15277854;0,672468158;7,892492068;10,02036608;186,3559466;6,502280941;2,531369163;1,228751834;9,393207502;10,24214236;0,999393394;6,040236607;9,896332704;0,881790658;5,278341337;9,969518331;0,960756511;2,464420452
1727;156,2255728;9,785050262;1,311139606;10,03246028;0,672214891;7,109009239;9,976266109;186,3344836;6,776950223;2,141256191;1,22904821;5,912073155;10,13807764;0,999401335;6,184923573;9,975213612;0,882063337;5,233744655;9,979352065;0,96073956;2,175601112
1728;156,2038366;9,802671345;1,082952122;9,930261328;0,6719624;7,194946847;9,938051991;186,3127771;6,513687408;1,506250989;1,229261551;4,642311263;10,05909163;0,999406502;7,147634935;9,990385398;0,88236013;5,627777611;10,0411502;0,960721646;2,424771169
1729;156,190835;9,893818813;0,755757565;9,935866946;0,671698915;7,472656334;9,964503666;186,2972446;5,939220737;1,243454186;1,229518435;5,125357901;10,02287024;0,999406999;8,167479513;9,891682292;0,882702134;6,183570418;10,04146001;0,960711701;3,292934823
1730;156,1801288;9,957969443;0,895240002;10,00359864;0,67145112;7,278996983;10,01296045;186,2866019;5,78366465;1,373462523;1,229814448;5,281443701;10,11538788;0,999405394;8,84691382;9,81618083;0,883072494;6,687108982;10,00361364;0,96070653;3,954364952
1731;156,1646663;10,0429721;0,979426873;10,07244072;0,671247727;7,014990127;10,00204177;186,2858456;5,940831842;1,675349998;1,230121614;5,451208411;10,21152212;0,999404714;9,189356142;9,854852526;0,883417522;6,925039635;9,973008806;0,96071404;4,078654661
1732;156,144781;10,05126615;0,447430054;10,16869148;0,671084462;6,523891177;10,0165345;186,29736;6,183192037;1,769306255;1,230355661;4,282002727;10,14899449;0,999406572;9,741618539;9,953233069;0,883729731;7,018829799;9,961441547;0,960708716;4,284887314
1733;156,1165953;10,02152407;1,375437763;10,2065708;0,670928847;6,296560158;10,07389627;186,3132069;6,865710453;1,562513006;1,23052752;3,392708151;10,13742984;0,999409271;10,25457161;9,987717305;0,884059709;7,060606512;10,00663128;0,960695403;3,980430574
1734;156,0803731;10,00159837;2,331265112;10,17578453;0,670726298;5,986791229;10,03182007;186,3353839;7,707931659;1,501905463;1,230764619;4,59034275;10,07193254;0,999413133;10,51728106;9,918084337;0,884446864;7,317852371;10,00698322;0,96068167;3,721347169
1735;156,0576176;9,987946484;2,248605765;10,15231222;0,670480091;5,572547933;9,984806642;186,3663374;8,294689914;1,566742665;1,231081858;6,199795225;10,00897069;0,999417948;10,84691719;9,890711648;0,884874274;7,633283197;9,987978808;0,960676114;3,602937138
1736;156,0332277;9,952625337;2,38219472;10,16132526;0,670199608;5,27562287;10,015879;186,3944063;8,835047424;1,520198879;1,231439219;7,19018255;10,08453428;0,999421432;11,08443945;9,846467265;0,885308013;7,942090704;9,98322128;0,960662577;3,209800284
1737;156,0070055;9,933949424;2,277771519;10,15288294;0,669904352;5,424869681;10,06089138;186,4215192;9,582317929;1,534215882;1,231802305;7,517119345;10,1745186;0,999424909;11,05465371;9,838851678;0,885743057;8,336857353;9,956524368;0,960660237;2,748076064
1738;155,9645683;9,876973043;2,179532396;10,0898125;0,669581279;5,713467538;10,07025793;186,4468204;10,30823906;1,479760715;1,232135065;7,405456431;10,14074033;0,999428655;10,70922315;9,889210519;0,886165053;8,428031654;9,952177006;0,960646136;2,168303361
1739;155,9200566;9,789112855;2,154313542;10,01439359;0,669229178;5,806496362;9,978765572;186,4759054;10,87825439;1,742208973;1,23245247;7,303269866;10,14836005;0,999435681;9,802822257;9,954369792;0,88655166;8,322967968;9,952741554;0,960612903;1,833903934
1740;155,8756065;9,764874182;1,910462325;9,913055832;0,668871377;5,595070272;9,916295132;186,5085247;10,53129477;1,865850652;1,232759727;7,438727774;10,13293574;0,999445469;8,744341511;9,966369999;0,886919118;7,780037881;9,952931691;0,960567577;1,510722814
1741;155,8348154;9,808017166;1,757940003;9,880194472;0,668507704;5,401547419;9,953753784;186,5425734;9,745802243;2,427118013;1,233084904;7,593061467;10,12793412;0,99945623;8,059413223;9,975946994;0,887290181;7,066501525;9,948338209;0,96052718;1,63254383
1742;155,7919106;9,814291547;1,738209752;9,939286956;0,668152922;5,251641522;9,945756891;186,5822578;9,327512812;2,547188297;1,233376341;6,716794003;10,16599012;0,999467178;7,685694609;9,91696397;0,887677526;6,889705105;9,985161509;0,960467812;2,412690657
1743;155,7455582;9,800634129;2,029641507;9,931966307;0,667791302;5,056701584;9,909921813;186,63115;8,964018646;2,689964482;1,233621249;5,465619259;10,14133382;0,999477656;7,209477317;9,8990646;0,888062119;7,023988145;9,976739347;0,960436944;3,11358253
1744;155,7066308;9,810860217;1,689868803;9,909632599;0,667449388;4,6481423;9,924983125;186,6825832;8,670581091;2,973812187;1,233830299;4,587544125;10,11327603;0,999487305;7,106096716;9,908827796;0,888429437;7,025743075;9,976628573;0,960415515;3,640246798
1745;155,6711512;9,811276759;1,502657845;9,949022436;0,667124086;4,371933569;9,965132847;186,7329086;8,537068176;3,288370074;1,234028482;4,244236503;10,12122194;0,99949535;7,091129906;9,912490177;0,888780767;6,874569344;9,954361219;0,960373309;3,690746157
1746;155,6396096;9,817667603;1,763183136;9,953515348;0,666842436;4,099249856;9,958544309;186,7871391;8,386863579;3,342131113;1,234207302;3,638695505;10,14499748;0,99950189;6,766347373;9,926841885;0,889114542;6,701497284;9,974517485;0,960325704;3,795310269
1747;155,6108082;9,835335848;2,240439407;9,953557167;0,666599312;3,749321887;9,929120113;186,8402285;8,114251681;3,233680265;1,234381059;3,426621287;10,128056;0,99950818;6,369741454;9,944015709;0,889435582;6,36778323;10,00240319;0,960268022;3,933633862
1748;155,5815933;9,8812813;2,750881418;9,9636737;0,666381605;3,56653881;9,952844622;186,8924163;7,7404088;2,983904887;1,234530764;3,043870266;10,12024966;0,999515348;6,205768316;9,931756336;0,88974452;5,987546416;9,997752071;0,960216189;3,746748296
1749;155,5509103;9,917975248;2,898500688;10,01961517;0,666170972;3,632945019;9,938696442;186,9474739;7,435303263;2,685085249;1,234646938;2,595370363;10,09412172;0,99952362;6,326667625;9,922541373;0,89002556;5,418823914;9,990589529;0,960168344;3,697442533
1750;155,5203551;9,894628099;2,804215823;10,07305719;0,665945289;3,91631899;9,947856553;187,0051904;7,266619324;2,493588086;1,234696543;2,063441222;10,09527668;0,999531616;6,071905516;9,889801735;0,890282862;4,911035796;9,969269698;0,960117763;3,868698582
1751;155,4888006;9,888025556;2,64908977;10,07046067;0,665736174;3,879196735;9,949017778;187,0603196;6,924123999;2,420354633;1,234726514;1,889560058;10,08076844;0,999540916;5,698983686;9,907792273;0,890516815;4,597213731;9,970216246;0,960067974;4,432351022
1752;155,4556573;9,844306649;2,693573606;10,03994938;0,665545409;3,410200449;9,961205429;187,1098668;6,625464458;2,348503585;1,234785082;2,293710204;10,09181906;0,99954926;5,305452527;9,939407449;0,890736866;4,491989627;9,960464377;0,960002184;4,930124966
1753;155,4163681;9,77291741;2,952025418;10,01640655;0,665345779;3,291798643;9,952168264;187,1566392;6,364361402;2,33644483;1,234833094;2,531652354;10,09047428;0,999556832;4,71761107;9,896285048;0,890964912;4,551825898;9,984334836;0,959937349;5,563114089
1754;155,381966;9,777050236;3,345697033;9,953155612;0,665123402;3,590927757;9,911291631;187,1955683;5,790305297;2,432000851;1,234910681;2,796435818;10,08440194;0,999563593;4,260316638;9,898404569;0,891185208;4,400807656;10,02583285;0,959894352;5,995930083
1755;155,3586549;9,788321731;3,930067353;9,912512723;0,664897191;3,679007001;9,958970028;187,2243741;5,530809352;2,318484949;1,234974984;2,890611704;10,08629229;0,999569717;4,059257583;9,904897462;0,891380266;4,009197585;10,01577295;0,959849064;5,569097566
1756;155,3502515;9,805383919;4,469279422;9,941260292;0,664679607;3,162292138;9,915347841;187,2464286;5,137015188;2,300961303;1,234984901;2,694095785;10,16722373;0,999575292;4,107621241;9,908846626;0,891547244;3,298436867;9,980474865;0,959788703;4,610724701
1757;155,3486744;9,781307672;4,812637954;9,949651118;0,66448482;2,350505042;9,932477083;187,2624755;4,381546796;2,278636786;1,23494147;2,577988059;10,19602109;0,999579656;3,866329055;9,945989387;0,891686162;2,746173359;10,00356683;0,959721429;4,029553907
1758;155,3500164;9,76657474;5,050117467;9,898664472;0,664316129;1,969368578;9,907188653;187,2717931;3,891012364;2,334467671;1,234902177;2,2977948;10,21032289;0,99958303;3,523446713;9,977332966;0,891806405;2,457732819;10,0121056;0,959669226;3,812269201
1759;155,3475313;9,764298261;5,475028562;9,884963721;0,664213313;2,093447931;9,919444404;187,2775196;3,299492852;2,581873367;1,234878338;1,938281479;10,19456557;0,999585612;3,455282576;9,983314657;0,891910619;2,107976476;10,04261115;0,9596262;3,520860097
1760;155,3472336;9,812151081;6,04255539;9,893051111;0,66417463;2,916411898;9,891587011;187,2851636;3,150145233;2,744065834;1,234887402;1,285051947;10,13982125;0,999587667;3,406498923;9,973054842;0,891986555;1,666406842;10,02205473;0,959597513;3,264697508
1761;155,3480724;9,844727445;6,335493737;9,929051194;0,664184156;3,664730855;9,89636544;187,293915;2,238343811;2,934598339;1,234911694;1,113577758;10,12222848;0,999590636;3,102554393;9,937531725;0,892037683;1,133366221;10,00658197;0,959578983;2,921774776
1762;155,3540725;9,87318808;6,372077524;9,98046923;0,664219741;4,150163062;9,964265771;187,2733006;1,664209017;3,115949782;1,234940464;1,356943601;10,12690396;0,999593524;3,055479913;9,922057306;0,892047277;0,710117347;9,980720886;0,959567083;2,716949027
1763;155,3661721;9,89835875;6,464569622;10,0431609;0,664290504;4,378302244;10,00524941;187,230943;2,465111772;3,127650409;1,234968529;1,534808123;10,15916964;0,999595585;3,143897985;9,91753312;0,892050525;0,560685381;9,988076485;0,959553873;2,740019697
1764;155,3711519;9,89232594;6,470164839;10,0702637;0,664366481;4,205814639;9,93954534;187,2052375;1,103370824;2,937138198;1,235002536;1,453368064;10,13375764;0,99959788;3,132127143;9,917159594;0,892030581;0,8728095;10,02337767;0,95954783;2,691486122
1765;155,3731103;9,887353666;6,4253245;10,05723311;0,664475495;4,426175168;10,00174721;187,1903189;0,474825038;2,707452956;1,235046915;1,190034885;10,14184084;0,999601271;3,193987783;9,947141949;0,891975031;1,036595416;10,00641377;0,959542559;2,542519451
1766;155,3775172;9,889997218;6,401922166;10,04052756;0,664598764;4,671000553;10,03737506;187,1688008;1,263894268;2,623816834;1,235102759;0,951513793;10,14727676;0,999604473;3,252706022;9,95716562;0,891923263;1,085467322;10,00406584;0,959536861;2,439997989
1767;155,3806121;9,855154922;6,248082661;10,06025522;0,664702871;5,084840836;9,957155223;187,1591648;0,569175468;2,639140355;1,235161314;1,05354579;10,15314523;0,999607816;3,316975554;9,931037643;0,891856146;1,333015916;10,02007666;0,959540789;2,656538722
1768;155,3858912;9,829289998;6,127177521;10,04785008;0,664790248;5,413686072;9,955300909;187,1554857;0,653524993;2,824382271;1,235228484;1,132409031;10,12918807;0,999610959;3,358962325;9,929274668;0,891787585;1,355676548;9,988574744;0,959552869;2,673148651
1769;155,3941221;9,813007427;6,360286878;10,00327938;0,664910868;5,341771312;9,935008419;187,1598196;0,692645352;2,891590568;1,23529421;1,319244763;10,07819009;0,999614587;3,313415577;9,931811499;0,891699032;1,385944553;9,967377611;0,959562334;2,569660722
1770;155,4011673;9,825516927;6,60237553;9,990163153;0,66502747;5,08304063;9,972371237;187,1713031;1,082485343;2,985974998;1,235336117;1,752748278;10,09227051;0,99961945;3,491959471;9,907247896;0,891610657;1,807723919;10,01949367;0,959567432;2,591081131
1771;155,4072006;9,862681676;6,876798665;9,976254565;0,665134247;5,189323111;9,989515123;187,1802926;1,099549811;2,930830757;1,235367907;2,056272635;10,11484458;0,999624045;3,654213485;9,911048642;0,891509167;1,904356577;9,998479688;0,959579444;2,617918718
1772;155,4126568;9,856409024;7,087254692;10,00538854;0,66522845;5,398771935;9,93747676;187,2020415;1,712832619;2,715471722;1,235393837;2,230985541;10,11449703;0,999626428;4,013999915;9,900435084;0,891418534;1,707193808;10,00636704;0,959601776;2,673437531
1773;155,4232793;9,832080085;7,275330986;9,997875988;0,665328137;5,676917964;9,99100254;187,2174659;1,432493173;2,497108731;1,235434733;1,922557895;10,11225586;0,999627769;4,126001078;9,886749626;0,891317592;1,67652483;10,00815704;0,959631145;2,840593023
1774;155,4371984;9,847137999;7,426781237;9,974512932;0,665450973;5,850995592;9,975443223;187,2276063;1,251343015;2,442510025;1,235492299;1,842193472;10,10885588;0,999629315;4,12652157;9,911740852;0,891215234;1,856238203;10,00026574;0,959663413;2,815878459
1775;155,4458162;9,882191753;7,697229826;9,960024746;0,665630237;5,802191999;9,948448848;187,2330463;1,493454221;2,415564828;1,235550821;1,98387447;10,10564661;0,999632058;3,907064739;9,939249304;0,891097641;2,072844928;9,991374709;0,959680006;2,833202124
1776;155,4578944;9,927610626;7,704782134;10,00151604;0,66583008;5,723680438;9,957582466;187,2368814;1,861792061;2,488419765;1,235602062;2,322990271;10,08807103;0,999635735;3,983692037;9,94211633;0,89097299;2,246903723;9,985826796;0,959697784;2,904852049
1777;155,4680765;9,953818506;7,330477634;10,07651093;0,666042317;5,774204245;9,985673292;187,227827;1,876464797;2,457858103;1,235657431;2,560049586;10,05558681;0,999638951;4,149004645;9,927539055;0,890854522;2,079666269;9,985781003;0,95971028;2,804015669
1778;155,4775875;9,945657498;6,848330747;10,15266757;0,666243197;5,550400959;10,03885837;187,219106;1,631635691;2,408641323;1,235720005;2,526084104;10,08780537;0,999641359;4,125891669;9,880501369;0,890783598;1,628649887;9,989928769;0,959742905;2,897038055
1779;155,4918231;9,888458809;6,482528257;10,1479332;0,666425373;5,171854957;10,01290409;187,2114291;1,14275002;2,451073527;1,235795055;2,186327898;10,1364293;0,99964268;4,098972576;9,843750458;0,89071021;1,438963245;9,999069147;0,959778918;2,994886709
1780;155,5062769;9,866662523;6,403258537;10,08207665;0,666587197;4,750445854;9,972486949;187,2031478;0,779863295;2,53414292;1,235864476;1,884509052;10,14068959;0,999644166;3,774637789;9,891647082;0,890606109;1,800733563;9,964787098;0,95980919;2,686706496
1781;155,5217587;9,910509443;6,390618793;10,03658342;0,666749839;4,656938519;9,977596721;187,1927763;0,897419171;2,490463784;1,235924779;1,731527615;10,14044253;0,999646092;3,544821908;9,956675165;0,890478982;2,150395642;9,981132435;0,959828873;2,542803385
1782;155,5331318;9,911070488;6,362322606;10,04124936;0,666919774;4,617920013;10,00563251;187,1782209;1,104734567;2,3726862;1,235972339;1,710197445;10,12150205;0,999649061;3,305748704;9,951000376;0,890351292;1,98438824;10,00046778;0,959842076;2,445600046
1783;155,538737;9,926017312;6,202919696;10,07578703;0,667064667;4,607424595;10,00249825;187,165885;0,970913488;2,352924396;1,236030622;1,534128215;10,10865848;0,999653811;3,18955528;9,935380111;0,890254358;1,801636925;10,00195626;0,959852925;2,549541784
1784;155,5436285;9,97604721;6,02429722;10,08514166;0,667187624;4,681092747;10,00056517;187,1550398;0,809165462;2,260452195;1,236102428;1,45448566;10,10319703;0,999657899;3,272480463;9,895252632;0,890161856;1,592051344;9,998588221;0,959867998;2,613329533
1785;155,5479583;9,954038751;5,581128659;10,1434425;0,667299196;4,690395804;10,01825855;187,1460572;0,69562803;2,334362806;1,236181962;1,489531097;10,10433397;0,999662662;3,421064197;9,87019938;0,890072844;1,412807845;9,987683011;0,959891575;2,775400354
1786;155,5507149;9,912279654;5,133874102;10,1632871;0,667405968;4,444754394;10,03529071;187,1380979;1,054911388;2,438552352;1,236275356;1,238709002;10,07509767;0,99966799;3,540522895;9,89312575;0,889998833;1,287098176;9,990707311;0,959910006;2,760052151
1787;155,5467002;9,85116986;4,84935329;10,13355452;0,667496977;4,252425424;10,02908228;187,1265224;1,789981361;2,515083976;1,236357706;1,126615698;10,09836134;0,999673118;3,650012874;9,900768187;0,889939828;1,115245815;9,989667766;0,959914227;2,705666114
1788;155,5371251;9,859963814;4,827552154;10,0748493;0,66754401;4,388184076;10,02595745;187,1118153;2,347006024;2,558710742;1,236428231;1,048365352;10,05913923;0,999677996;3,659610812;9,867960743;0,889903689;0,696418055;10,01969367;0,959917738;2,529203627
1789;155,5334912;9,877962362;4,782128599;10,03248149;0,667524269;4,587994131;9,935353827;187,0872905;2,628624526;2,49997467;1,236501948;0,952997801;10,0731943;0,999683402;3,752371411;9,901510415;0,889888625;0,524377148;9,98882588;0,959922243;2,340516751
1790;155,5381525;9,895974657;4,879294379;10,0439142;0,667437881;4,448588263;9,989410863;187,0472167;3,315081033;2,466597395;1,236561226;0,925580679;10,11863797;0,999688823;3,643162789;9,919649006;0,889873406;0,699367699;10,00731893;0,959925615;2,226014732
1791;155,5610277;9,864585517;5,444962689;10,08726796;0,667341043;4,183429429;10,01538596;187,0156235;2,992370382;2,43355114;1,236623656;0,827525166;10,10020442;0,999694076;3,194173715;9,919870202;0,889879021;0,498962614;10,00039583;0,959931264;2,286210324
1792;155,6089366;9,933356803;7,439973615;10,10779175;0,667288065;3,896295189;10,00039504;186,9875697;2,864709315;2,501621506;1,236710548;0,715815997;10,14933901;0,999701016;2,880553119;9,947281047;0,889886233;0,660967413;9,999066316;0,959926113;2,277940924
1793;155,6627728;10,04403883;9,867310145;10,146705;0,667326955;4,494721553;10,0860044;186,9647001;2,800481617;2,641443807;1,236826585;0,886285685;10,28587368;0,999710615;2,932931666;9,96182365;0,889908169;0,825978803;10,00886726;0,959927723;2,224430817
1794;155,6952182;10,12366344;11,11642254;10,24192246;0,667702949;7,635807937;10,30956711;186,9513304;4,537183469;2,928519543;1,236961938;1,196742576;10,25726699;0,999723287;3,42993244;9,983867515;0,889962679;1,02809446;10,04654267;0,959920614;2,309903382
1795;155,6982446;10,21381926;11,67566179;10,39356096;0,66834357;10,80711936;10,30738462;186,9293886;7,854426677;3,217697536;1,237152141;2,167163627;10,12521716;0,999737555;4,187463751;9,979772785;0,890066405;1,528968962;10,11009569;0,959914173;2,706478168
1796;155,6755763;10,25140124;13,07145451;10,64557358;0,668527904;10,02540021;10,20205122;186,8614199;11,47717763;3,697241246;1,237406748;3,397686705;10,07248815;0,999753197;6,364563961;9,900052751;0,890248813;2,863625216;10,14115932;0,959903082;4,052204674
1797;155,6403032;10,22744342;13,99798819;10,93859199;0,667613316;16,67851778;10,22595535;186,7210942;16,36422476;4,840744745;1,23765528;3,488735535;10,16147484;0,999773876;9,33915148;9,800050802;0,890547296;4,263991446;10,04690047;0,959903463;6,182284734
1798;155,5770965;10,10352657;13,02106147;11,1652624;0,665428319;33,14401766;10,41953553;186,5187967;25,61854439;6,821820791;1,237803039;2,230752054;10,1845413;0,999800225;12,46678023;9,83505583;0,890851221;4,486622335;10,01162135;0,959895976;7,160845787
1799;155,4891709;9,855052993;14,11438289;10,43031877;0,66376781;33,79604822;10,56116553;186,2870817;32,38780552;8,854688022;1,23790626;2,470371927;10,22703998;0,999828209;15,05562731;9,914869024;0,891129639;4,371013587;9,979402371;0,959848888;8,090947951
1800;155,3164166;9,756085458;17,86702409;9,725713774;0,663325307;26,33065162;10,75463341;186,0927662;32,78988069;9,917683912;1,238033548;3,561768048;10,4322056;0,999854495;16,07305729;9,948463969;0,89145075;4,607664778;10,07896456;0,959722231;11,35297692
1801;155,0918385;10,16023575;19,30960799;9,488240127;0,663806493;25,29084842;10,65612354;186,0017692;26,46449893;10,00353207;1,238147961;4,393712963;10,54518293;0,999879034;14,09558283;9,995997354;0,891780872;4,905450047;10,07251812;0,959602738;14,64755835
1802;154,9597175;10,13167978;18,27151736;9,732009196;0,665537594;22,12300313;10,89675379;186,0346569;34,86095943;9,722001371;1,238276478;4,99540744;10,34639561;0,999898902;10,47563009;10,18285703;0,892068081;5,179485341;10,1265574;0,959517888;17,35876974
1803;154,8694728;9,78361393;8,708515079;10,63599939;0,666318161;12,0443168;10,55544524;186,0187908;33,83432485;9,394457368;1,238585228;6,718163121;10,08821385;0,999912789;8,29941015;10,25506008;0,892330912;7,125403721;10,39240333;0,959489;20,12839457
1804;154,7094404;9,389435231;11,80196107;10,16490233;0,66467115;16,847608;10,37109331;185,6816076;29,77097106;11,39741649;1,238948928;6,23330909;10,07158444;0,999922553;9,440297347;9,901993382;0,892649711;7,744515862;10,54859256;0,959423065;28,03851165
1805;154,4504455;9,258741757;23,78027079;9,589491126;0,661850607;33,87656257;9,341149857;185,228122;31,45838293;14,05555408;1,239206267;3,349920106;10,26647253;0,999928518;12,24086136;9,61236434;0,893052006;8,689508595;10,37846739;0,959216681;39,65662828
1806;154,0944641;9,69248648;37,26991466;8,97722722;0,6585898;49,43601495;9,38672856;184,851755;37,82283375;13,04085213;1,23950847;6,031837934;10,41980932;0,999930003;14,24519212;9,624694047;0,893421761;9,286565531;10,3385781;0,958762071;52,61619773
1807;153,654574;9,962070571;44,93756291;9,131187337;0,655089212;60,61157523;9,741856262;184,6090091;60,23346674;9,366487161;1,239928868;8,699236346;10,23064868;0,999924324;15,9874585;9,848836385;0,893640582;10,0335927;10,30927362;0,958042766;63,90688645
1808;153,1702282;10,21746392;45,07490612;9,943448893;0,650784402;75,43092011;9,69489577;184,4676293;63,26301659;4,714209512;1,240522674;10,9808462;10,09196072;0,999911725;18,17748784;9,978329988;0,893750974;10,58861942;10,27390672;0,957088157;75,76166082
1809;152,7468967;9,965119611;38,99444558;10,76931342;0,645456547;87,09213017;10,0029133;184,3624812;47,00078422;2,055562008;1,24129701;13,40058123;10,14128895;0,999891945;21,08259481;9,958372697;0,893696393;10,33637584;9,712837646;0,955926316;82,05771812
1810;152,3817094;9,189547102;41,23522828;11,28019107;0,639721349;86,27439933;10,74407045;184,1650993;34,62387067;5,530407164;1,242101491;13,81246116;10,11392575;0,999868823;20,06437171;9,857931085;0,893332175;11,01986453;9,119471248;0,954801298;74,74921161
1811;152,0454712;9,114699684;36,01906399;10,95381517;0,634627736;72,11789816;12,39037795;183,8691651;33,17089723;7,674614043;1,242722109;11,88947085;10,1484524;0,999855586;10,89894399;9,825022077;0,892541298;15,05494445;9,254851832;0,953875114;53,4406058
1812;151,810089;9,366833163;19,0264731;10,71600255;0,630889391;47,86283088;12,90963486;183,5676755;19,1658821;6,100603449;1,243214427;10,2051101;10,18425328;0,999859877;10,82867089;10,11784262;0,891221738;22,60612499;9,89009969;0,952812511;37,53400084
1813;151,6741502;9,454840998;18,72720606;10,47408351;0,628891134;20,7640128;12,65407061;183,1999407;23,32862105;2,742705833;1,243398009;7,847781952;10,01826461;0,999878099;27,65995417;10,43283173;0,889502274;32,87980486;9,999219106;0,951195587;47,10712603
